unty_atch_file_no,atch_file_sqno,atch_file_nm,orgnl_atch_file_nm,file_extn_nm,file_sz,encr_bef_file_sz,img_url,atch_file_dscr,mcsc_chck_id_val,dwnld_prms_yn,kbrdr_id,kbrdr_nm,inpt_dt,atch_file_path_nm,tbl_nm,col_nm,atch_file_rmrk_cn
d391e511-60c9-437d-84f2-92aef26f3c56,1,f54ff1dcad134d75a4473bc68c943c3f.pdf,하자공고.pdf,.pdf,505172,,,,,,CM023362G0001,은영배,2026-02-09 17:50:53,/data/Attachfiles/a/2026/02/09/f54ff1dcad134d75a4473bc68c943c3f.pdf,c,d,
d391e511-60c9-437d-84f2-92aef26f3c56,2,cebdd69c9d8746aca7eed5977cbb935e.pdf,하자지침서.pdf,.pdf,8605967,,,,,,CM023362G0001,은영배,2026-02-09 17:50:56,/data/Attachfiles/a/2026/02/09/cebdd69c9d8746aca7eed5977cbb935e.pdf,c,d,
d391e511-60c9-437d-84f2-92aef26f3c56,3,9547a303d61145ab993da2d8e1b98692.pdf,하자적격심사표.pdf,.pdf,502672,,,,,,CM023362G0001,은영배,2026-02-09 17:50:56,/data/Attachfiles/a/2026/02/09/9547a303d61145ab993da2d8e1b98692.pdf,c,d,
9c02b18d-f4bf-4d45-8e29-0f8bc6f65ef7,1,06a2934eec9a480e907e7499420320b0.pdf,입찰공고문.pdf,.pdf,98481,,,,,,UN00000233179,정채수,2026-02-09 17:49:25,/data/Attachfiles/a/2026/02/09/06a2934eec9a480e907e7499420320b0.pdf,c,d,
9c02b18d-f4bf-4d45-8e29-0f8bc6f65ef7,2,9f43ae7a2dac451bb89288a8cb0a5220.pdf,제안요청서.pdf,.pdf,607260,,,,,,UN00000233179,정채수,2026-02-09 17:49:25,/data/Attachfiles/a/2026/02/09/9f43ae7a2dac451bb89288a8cb0a5220.pdf,c,d,
9c02b18d-f4bf-4d45-8e29-0f8bc6f65ef7,3,b22ec752fa8b40cf99875b344d0741ad.hwp,별첨1 제출서식.hwp,.hwp,109568,,,,,,UN00000233179,정채수,2026-02-09 17:49:25,/data/Attachfiles/a/2026/02/09/b22ec752fa8b40cf99875b344d0741ad.hwp,c,d,
9c02b18d-f4bf-4d45-8e29-0f8bc6f65ef7,4,8b58c61b72da4c27ab102989bd47e2b7.pdf,별첨2 제작사양서.pdf,.pdf,1586922,,,,,,UN00000233179,정채수,2026-02-09 17:49:25,/data/Attachfiles/a/2026/02/09/8b58c61b72da4c27ab102989bd47e2b7.pdf,c,d,
41555721-f833-4bde-9ebd-f2c675941f1a,1,37bdf5a5babd449da5079aa3259f0fee.hwp,입찰공고서 (스튜디오 미디어월 설치 사업).hwp,.hwp,61440,,,,,,CM042045G0001,최종안,2026-02-09 17:20:29,/data/Attachfiles/a/2026/02/09/37bdf5a5babd449da5079aa3259f0fee.hwp,c,d,
41555721-f833-4bde-9ebd-f2c675941f1a,2,38fbbc7cb563470cb4b474def8c23290.hwp,제안요청서(스튜디오 미디어월 설치 사업).hwp,.hwp,1414144,,,,,,CM042045G0001,최종안,2026-02-09 17:20:29,/data/Attachfiles/a/2026/02/09/38fbbc7cb563470cb4b474def8c23290.hwp,c,d,
41555721-f833-4bde-9ebd-f2c675941f1a,3,f15aa4fb329644e08d77ac70f9a146bb.pdf,입찰공고서 (스튜디오 미디어월 설치 사업).pdf,.pdf,44650,,,,,,CM042045G0001,최종안,2026-02-09 17:20:29,/data/Attachfiles/a/2026/02/09/f15aa4fb329644e08d77ac70f9a146bb.pdf,c,d,
5034d0fe-16ef-46bb-b3b8-6a31a359bd43,1,52a8e2a18833483ca24774e6775168e7.pdf,"붙임1. [광주남구, 부산통합] 건축물 안전점검 입찰공고서.pdf",.pdf,348990,,,,,,UN00000231813,조지훈,2026-02-09 17:17:34,/data/Attachfiles/a/2026/02/09/52a8e2a18833483ca24774e6775168e7.pdf,c,d,
5034d0fe-16ef-46bb-b3b8-6a31a359bd43,2,a7d525078d4944f6a6424d42cf72232e.pdf,"붙임2. [광주남구, 부산통합] 건축물 안전점검 과업내용서.pdf",.pdf,261100,,,,,,UN00000231813,조지훈,2026-02-09 17:17:35,/data/Attachfiles/a/2026/02/09/a7d525078d4944f6a6424d42cf72232e.pdf,c,d,
608b000b-eda6-42ef-bf45-2e6e543b06a9,1,eb3c612db97948a897e74736ae6c139f.pdf,입찰공고.pdf,.pdf,565939,,,,,,CM023362G0001,은영배,2026-02-09 17:02:43,/data/Attachfiles/a/2026/02/09/eb3c612db97948a897e74736ae6c139f.pdf,c,d,
608b000b-eda6-42ef-bf45-2e6e543b06a9,2,151217d09052464bba82d1cbc1c7bc7c.pdf,적격심사표.pdf,.pdf,551393,,,,,,CM023362G0001,은영배,2026-02-09 17:02:44,/data/Attachfiles/a/2026/02/09/151217d09052464bba82d1cbc1c7bc7c.pdf,c,d,
608b000b-eda6-42ef-bf45-2e6e543b06a9,3,153187fca41b458dab4a2cb9765711d2.pdf,3. 하자소송(진단포함)_입찰지침서(260209).pdf,.pdf,225943,,,,,,CM023362G0001,은영배,2026-02-09 17:02:44,/data/Attachfiles/a/2026/02/09/153187fca41b458dab4a2cb9765711d2.pdf,c,d,
ccf4890e-b6da-4924-9917-467b0065332b,1,b7886bd8c88c4741afecf467bbd0ba18.pdf,1. 입찰공고(정비사업전문관리업자)_금호타운아파트.pdf,.pdf,58250,,,,,,UN00000569910,박기환,2026-02-09 16:55:20,/data/Attachfiles/a/2026/02/09/b7886bd8c88c4741afecf467bbd0ba18.pdf,c,d,
ccf4890e-b6da-4924-9917-467b0065332b,2,d6644b54cbb24a2f84bcc0e6667da2b5.pdf,2. 입찰지침서(정비사업전문관리업자)_금호타운아파트.pdf,.pdf,210612,,,,,,UN00000569910,박기환,2026-02-09 16:55:20,/data/Attachfiles/a/2026/02/09/d6644b54cbb24a2f84bcc0e6667da2b5.pdf,c,d,
ccf4890e-b6da-4924-9917-467b0065332b,3,0a47b357079147bd9441da99a347e5f8.hwp,3. 별지서식(정비사업전문관리업자)_금호타운아파트 (최종) (1).hwp,.hwp,65536,,,,,,UN00000569910,박기환,2026-02-09 16:55:20,/data/Attachfiles/a/2026/02/09/0a47b357079147bd9441da99a347e5f8.hwp,c,d,
ccf4890e-b6da-4924-9917-467b0065332b,4,55f3f95d2f2441269bde376263417aff.pdf,4. 적격심사표(정비사업전문관리업자)_금호타운아파트.pdf,.pdf,148990,,,,,,UN00000569910,박기환,2026-02-09 16:55:20,/data/Attachfiles/a/2026/02/09/55f3f95d2f2441269bde376263417aff.pdf,c,d,
08079b07-d209-417a-95d6-063f1c1605c6,1,88af8e701cd64192ab286de750b77ff7.hwp,01.입찰공고문(2026).hwp,.hwp,147456,,,,,,UN00000262315,최은영,2026-02-09 16:51:34,/data/Attachfiles/a/2026/02/09/88af8e701cd64192ab286de750b77ff7.hwp,c,d,
08079b07-d209-417a-95d6-063f1c1605c6,2,b5da9d798e574b4abc00fd20ea4fd810.hwp,02.과업지시서(2026).hwp,.hwp,245760,,,,,,UN00000262315,최은영,2026-02-09 16:51:34,/data/Attachfiles/a/2026/02/09/b5da9d798e574b4abc00fd20ea4fd810.hwp,c,d,
a37460fe-9ffa-48fe-bbef-a96569b915e2,1,4cf30e9f395e41a59d228e1e35b96f70.hwp,1. 공고문.hwp,.hwp,143872,,,,,,UN00000300456,김수희,2026-02-09 16:36:52,/data/Attachfiles/a/2026/02/09/4cf30e9f395e41a59d228e1e35b96f70.hwp,c,d,
a37460fe-9ffa-48fe-bbef-a96569b915e2,2,345ca5e761d14a0f962bec05fb5029df.pdf,1. 공고문.pdf,.pdf,94882,,,,,,UN00000300456,김수희,2026-02-09 16:36:52,/data/Attachfiles/a/2026/02/09/345ca5e761d14a0f962bec05fb5029df.pdf,c,d,
a37460fe-9ffa-48fe-bbef-a96569b915e2,3,7a0d5bede2554c70ada2c2e9958827d7.hwp,2. 제안요청서.hwp,.hwp,165376,,,,,,UN00000300456,김수희,2026-02-09 16:36:53,/data/Attachfiles/a/2026/02/09/7a0d5bede2554c70ada2c2e9958827d7.hwp,c,d,
51a9569c-70f5-4453-b882-5f44d683a8dd,1,40ca528d4e7c4ad8a42bdf85281417fc.pdf,1. 입찰공고(감정평가업자)_금호타운아파트.pdf,.pdf,58114,,,,,,UN00000569910,박기환,2026-02-09 16:41:47,/data/Attachfiles/a/2026/02/09/40ca528d4e7c4ad8a42bdf85281417fc.pdf,c,d,
51a9569c-70f5-4453-b882-5f44d683a8dd,2,82053ac2f6784f33b5dfb4fd336bd9c8.pdf,2. 입찰지침서(감정평가업자)_금호타운아파트.pdf,.pdf,174682,,,,,,UN00000569910,박기환,2026-02-09 16:41:47,/data/Attachfiles/a/2026/02/09/82053ac2f6784f33b5dfb4fd336bd9c8.pdf,c,d,
51a9569c-70f5-4453-b882-5f44d683a8dd,3,3067f9e3a4414645b4d9b6bbe9f2e455.hwp,3. 별지서식(감정평가업자) 적격심사 포함_금호타운아파트.hwp,.hwp,49152,,,,,,UN00000569910,박기환,2026-02-09 16:41:47,/data/Attachfiles/a/2026/02/09/3067f9e3a4414645b4d9b6bbe9f2e455.hwp,c,d,
c02efa5d-92d1-4ca7-8322-26be55707da3,1,7bf6e9d3b487431fbb696f02907f62d4.pdf,1. 입찰공고(도시계획)_금호타운아파트.pdf,.pdf,59035,,,,,,UN00000569910,박기환,2026-02-09 16:40:21,/data/Attachfiles/a/2026/02/09/7bf6e9d3b487431fbb696f02907f62d4.pdf,c,d,
c02efa5d-92d1-4ca7-8322-26be55707da3,2,cd7cfe57738b49b5a9623ba079d8173b.pdf,2. 입찰지침서(도시계획)_금호타운아파트.pdf,.pdf,163182,,,,,,UN00000569910,박기환,2026-02-09 16:40:22,/data/Attachfiles/a/2026/02/09/cd7cfe57738b49b5a9623ba079d8173b.pdf,c,d,
c02efa5d-92d1-4ca7-8322-26be55707da3,3,d6d1bd0578ec42d2b0f3fe52a71c356d.hwp,3. 별지서식(도시계획) 적격심사 포함_금호타운아파트.hwp,.hwp,49152,,,,,,UN00000569910,박기환,2026-02-09 16:40:22,/data/Attachfiles/a/2026/02/09/d6d1bd0578ec42d2b0f3fe52a71c356d.hwp,c,d,
6c6e2294-4848-4daa-bc9a-dea309bbb270,1,a84d7a95f9994a3eb9e3c4aae0298f59.hwp,3.승강기교체사업자선정입찰최종본.hwp,.hwp,69120,,,,,,UN00000504986,허원,2026-02-09 16:33:06,/data/Attachfiles/a/2026/02/09/a84d7a95f9994a3eb9e3c4aae0298f59.hwp,c,d,
8fb2eccb-dfad-4066-9576-1caa28d6b51a,1,a6966b95c36349d9801b1ccb29956653.pdf,건축구조분야 용역업체 선정_입찰공고.pdf,.pdf,68967,,,,,,UN00000265798,이혜민,2026-02-09 14:39:37,/data/Attachfiles/a/2026/02/09/a6966b95c36349d9801b1ccb29956653.pdf,c,d,
8fb2eccb-dfad-4066-9576-1caa28d6b51a,2,fd3e0d2691344b4fa33847993b86bc17.pdf,건축구조분야 용역업체 선정_입찰참여지침서.pdf,.pdf,127217,,,,,,UN00000265798,이혜민,2026-02-09 14:39:37,/data/Attachfiles/a/2026/02/09/fd3e0d2691344b4fa33847993b86bc17.pdf,c,d,
8fb2eccb-dfad-4066-9576-1caa28d6b51a,3,bcba8afa412b4ae59ebc4879b5bd2433.hwp,건축구조분야 용역업체 선정_별지양식.hwp,.hwp,61952,,,,,,UN00000265798,이혜민,2026-02-09 14:39:37,/data/Attachfiles/a/2026/02/09/bcba8afa412b4ae59ebc4879b5bd2433.hwp,c,d,
196d97cf-5d34-40cb-8310-9b254fa33ce8,1,ab6eb4946961416fadaf94efc944b238.hwpx,1. 입찰공고문(2026-003).hwpx,.hwpx,62540,,,,,,CM009491G0002,박장우,2026-02-09 16:20:59,/data/Attachfiles/a/2026/02/09/ab6eb4946961416fadaf94efc944b238.hwpx,c,d,
196d97cf-5d34-40cb-8310-9b254fa33ce8,2,a8708f9f196e4040a1bf05c74cbe6b7c.pdf,2. 용역계약 일반조건(2026-003).pdf,.pdf,159662,,,,,,CM009491G0002,박장우,2026-02-09 16:21:00,/data/Attachfiles/a/2026/02/09/a8708f9f196e4040a1bf05c74cbe6b7c.pdf,c,d,
196d97cf-5d34-40cb-8310-9b254fa33ce8,3,5d5a2dbd8793482abac0493dfda29281.pdf,3. 안전관리계약 특수조건(2026-003).pdf,.pdf,779847,,,,,,CM009491G0002,박장우,2026-02-09 16:21:02,/data/Attachfiles/a/2026/02/09/5d5a2dbd8793482abac0493dfda29281.pdf,c,d,
196d97cf-5d34-40cb-8310-9b254fa33ce8,4,95c019a70f2e470393adf4ecee75ebaf.pdf,4. 2종 시설물(역사) 정밀안전점검 용역 과업지시서(2026-003).pdf,.pdf,213863,,,,,,CM009491G0002,박장우,2026-02-09 16:21:03,/data/Attachfiles/a/2026/02/09/95c019a70f2e470393adf4ecee75ebaf.pdf,c,d,
196d97cf-5d34-40cb-8310-9b254fa33ce8,5,e154e4fb725b4823ad6c933f2ec46475.hwpx,5. 입찰관련서식(2026-003).hwpx,.hwpx,29248,,,,,,CM009491G0002,박장우,2026-02-09 16:21:03,/data/Attachfiles/a/2026/02/09/e154e4fb725b4823ad6c933f2ec46475.hwpx,c,d,
196d97cf-5d34-40cb-8310-9b254fa33ce8,6,8b751d639e8245efa12872c80c1a7d26.hwpx,6. 중대재해 예방 평가 안내(2026-003).hwpx,.hwpx,355675,,,,,,CM009491G0002,박장우,2026-02-09 16:21:06,/data/Attachfiles/a/2026/02/09/8b751d639e8245efa12872c80c1a7d26.hwpx,c,d,
d6ed41f6-0c6b-4c73-8f60-377f7a773b78,1,1e92a995d0084e8fb2276c9485518ec6.pdf,[문서번호 ia2026-0209-0110] 통합 전자문서 구축용역 RFP.pdf,.pdf,435716,,,,,,UN00000577067,이상훈,2026-02-09 16:02:52,/data/Attachfiles/a/2026/02/09/1e92a995d0084e8fb2276c9485518ec6.pdf,c,d,
ffa84483-ece9-4666-bf9d-a4b40bee6fc7,1,6b4bdd68d81340c2865328d2ef68d1e6.pdf,1. 입찰공고문(설계자)_금호타운아파트.pdf,.pdf,96684,,,,,,UN00000569910,박기환,2026-02-09 16:09:23,/data/Attachfiles/a/2026/02/09/6b4bdd68d81340c2865328d2ef68d1e6.pdf,c,d,
ffa84483-ece9-4666-bf9d-a4b40bee6fc7,2,f064ed08d5314c03983ba40c378ca033.pdf,2. 입찰지침서(설계자)_금호타운아파트.pdf,.pdf,208143,,,,,,UN00000569910,박기환,2026-02-09 16:09:23,/data/Attachfiles/a/2026/02/09/f064ed08d5314c03983ba40c378ca033.pdf,c,d,
ffa84483-ece9-4666-bf9d-a4b40bee6fc7,3,4238e46037554214956f5c13c905a811.hwp,3. 별지서식(설계자) 적격심사표 포함_금호타운아파트.hwp,.hwp,65536,,,,,,UN00000569910,박기환,2026-02-09 16:09:23,/data/Attachfiles/a/2026/02/09/4238e46037554214956f5c13c905a811.hwp,c,d,
5cb34f72-379d-4829-99a5-b9ccd27db02a,1,99e0e824a5754892afe6c8bbc8e6d2dc.hwp,(재공고)2026 K리그 데이터포털 유지보수 위탁 용역 제안요청서.hwp,.hwp,66560,,,,,,UN00000470950,심규성,2026-02-09 15:52:56,/data/Attachfiles/a/2026/02/09/99e0e824a5754892afe6c8bbc8e6d2dc.hwp,c,d,
5cb34f72-379d-4829-99a5-b9ccd27db02a,2,72d731cb8cd44acb99b267fd156fe487.pdf,(재공고)2026 K리그 데이터포털 유지보수 위탁 용역 제안요청서.pdf,.pdf,349839,,,,,,UN00000470950,심규성,2026-02-09 15:57:23,/data/Attachfiles/a/2026/02/09/72d731cb8cd44acb99b267fd156fe487.pdf,c,d,
0de72d40-fddf-419f-b3fc-dfdf4a3327bc,1,ae037dc5c8b143d98c81cfa660e6b1c9.hwp,1.입찰공고문.hwp,.hwp,66560,,,,,,UN00000192458,유정서,2026-02-09 15:34:44,/data/Attachfiles/a/2026/02/09/ae037dc5c8b143d98c81cfa660e6b1c9.hwp,c,d,
0de72d40-fddf-419f-b3fc-dfdf4a3327bc,2,ea23b68a77d346adb0d0fa1a1f8a1e18.hwp,2.2026년 문학경기장 소방종합점검 과업지시서.hwp,.hwp,31232,,,,,,UN00000192458,유정서,2026-02-09 15:34:44,/data/Attachfiles/a/2026/02/09/ea23b68a77d346adb0d0fa1a1f8a1e18.hwp,c,d,
0de72d40-fddf-419f-b3fc-dfdf4a3327bc,3,a83618b3a55043b1809924ea3be81da9.xls,3.2026년 문학경기장 소방시설 종합점검 용역 설계내역서 -공내역서-.xls,.xls,107520,,,,,,UN00000192458,유정서,2026-02-09 15:34:44,/data/Attachfiles/a/2026/02/09/a83618b3a55043b1809924ea3be81da9.xls,c,d,
645eb527-bbeb-4f63-852a-adfcfd020b65,1,0c3cb1875e3740c295b1dcff14f82b6c.hwp,입찰 공고문.hwp,.hwp,163840,,,,,,UN00000172578,박경우,2026-02-09 15:28:26,/data/Attachfiles/a/2026/02/09/0c3cb1875e3740c295b1dcff14f82b6c.hwp,c,d,
645eb527-bbeb-4f63-852a-adfcfd020b65,2,23455f719f314040b872786e73ed7866.pdf,입찰 공고문.pdf,.pdf,136589,,,,,,UN00000172578,박경우,2026-02-09 15:28:26,/data/Attachfiles/a/2026/02/09/23455f719f314040b872786e73ed7866.pdf,c,d,
645eb527-bbeb-4f63-852a-adfcfd020b65,3,703a4b7eb88e4ad0b679b874efc04782.hwp,제안 요청서.hwp,.hwp,131072,,,,,,UN00000172578,박경우,2026-02-09 15:28:26,/data/Attachfiles/a/2026/02/09/703a4b7eb88e4ad0b679b874efc04782.hwp,c,d,
